date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2015-12-08,12.07,12.09,11.96,11.9,503101.78,-0.19,-1.56,12.238,12.096,12.26,942432.9,784461.1,743321.39,0.43
2015-12-07,12.18,12.25,12.15,12.04,402792.66,0.03,0.25,12.196,12.128,12.299,977863.32,800572.4,774417.68,0.34
2015-12-04,12.31,12.38,12.12,12.08,764532.44,-0.33,-2.65,12.114,12.158,12.339,1029003.57,821090.67,874972.44,0.65
2015-12-03,12.39,12.75,12.45,12.25,1425976.75,-0.06,-0.48,12.036,12.201,12.352,1021702.27,804441.05,909905.57,1.21
2015-12-02,11.7,12.64,12.51,11.66,1615760.88,0.76,6.47,11.992,12.206,12.333,846948.94,708955.45,953216.22,1.37
2015-12-01,11.7,11.86,11.75,11.51,680253.88,0.01,0.09,11.954,12.197,12.292,626489.31,626749.83,937790.38,0.58
2015-11-30,11.72,11.87,11.74,11.5,658493.88,0.01,0.09,12.06,12.272,12.257,623281.48,663373.1,923340.95,0.56
2015-11-27,12.18,12.2,11.73,11.53,728025.94,-0.5,-4.09,12.202,12.332,12.227,613177.77,653508.58,914638.05,0.62
2015-11-26,12.36,12.38,12.23,12.2,552210.12,-0.09,-0.73,12.366,12.383,12.209,587179.84,639461.49,905033.29,0.47
2015-11-25,12.21,12.37,12.32,12.17,513462.72,0.04,0.33,12.42,12.4,12.161,570961.95,651354.44,893257.97,0.43
2015-11-24,12.41,12.45,12.28,12.16,664214.75,-0.17,-1.36,12.44,12.423,12.108,627010.36,702181.68,894825.39,0.56
2015-11-23,12.55,12.6,12.45,12.38,607975.31,-0.1,-0.8,12.484,12.47,12.068,703464.72,748262.96,890636.47,0.52
2015-11-20,12.5,12.59,12.55,12.42,598036.31,0.05,0.4,12.462,12.519,12.022,693839.39,928854.21,914533.58,0.51
2015-11-19,12.4,12.51,12.5,12.33,471120.66,0.08,0.64,12.4,12.503,11.968,691743.14,1015370.08,931503.02,0.4
2015-11-18,12.46,12.7,12.42,12.31,793704.75,-0.08,-0.64,12.38,12.46,11.909,731746.94,1197476.99,949087.27,0.67
2015-11-17,12.41,12.7,12.5,12.36,1046486.56,0.16,1.3,12.406,12.387,11.849,777353.0,1248830.94,976033.49,0.89
2015-11-16,12.13,12.39,12.34,12.09,559848.69,0.1,0.82,12.456,12.242,11.79,793061.21,1183308.8,959467.32,0.47
2015-11-13,12.22,12.48,12.24,12.19,587555.06,-0.16,-1.29,12.576,12.122,11.736,1163869.02,1175767.51,967643.46,0.5
2015-11-12,12.6,12.65,12.4,12.28,671139.62,-0.15,-1.2,12.606,12.034,11.686,1338997.01,1170605.08,966765.78,0.57
2015-11-11,12.7,12.78,12.55,12.38,1021735.06,-0.2,-1.57,12.54,11.921,11.624,1663207.04,1135161.49,957503.83,0.87
2015-11-10,12.8,13.07,12.75,12.61,1125027.62,-0.19,-1.47,12.368,11.793,11.546,1720308.87,1087469.1,927366.11,0.95
2015-11-09,12.5,13.38,12.94,12.46,2413887.75,0.55,4.44,12.028,11.666,11.465,1573556.39,1033009.98,889104.63,2.04
2015-11-06,12.02,12.41,12.39,11.92,1463195.0,0.32,2.65,11.668,11.524,11.379,1187666.0,900212.95,810893.5,1.24
2015-11-05,11.6,12.57,12.07,11.55,2292189.75,0.38,3.25,11.462,11.432,11.305,1002213.15,847635.96,761464.36,1.94
2015-11-04,11.08,11.7,11.69,11.05,1307244.25,0.64,5.79,11.302,11.358,11.236,607115.94,700697.56,671558.41,1.11
2015-11-03,11.15,11.21,11.05,11.01,391265.19,-0.09,-0.81,11.218,11.311,11.229,454629.33,703236.04,607818.25,0.33
2015-11-02,11.27,11.32,11.14,11.1,484435.81,-0.22,-1.94,11.304,11.338,11.201,492463.56,735625.84,606487.97,0.41
2015-10-30,11.3,11.42,11.36,11.27,535930.75,0.09,0.8,11.38,11.35,11.163,612759.9,759519.41,598946.36,0.45
2015-10-29,11.3,11.36,11.27,11.25,316703.69,0.0,0.0,11.402,11.337,11.121,693058.78,762926.48,582104.19,0.27
2015-10-28,11.46,11.48,11.27,11.25,544811.19,-0.21,-1.83,11.414,11.327,11.085,794279.19,779846.16,588590.03,0.46
2015-10-27,11.5,11.64,11.48,11.34,580436.38,-0.04,-0.35,11.404,11.298,11.057,951842.75,767263.11,574281.1,0.49
2015-10-26,11.6,11.81,11.52,11.44,1085917.5,0.05,0.44,11.372,11.263,11.018,978788.12,745199.29,563816.82,0.92
2015-10-23,11.39,11.53,11.47,11.34,937425.12,0.14,1.24,11.32,11.234,10.99,906278.92,721574.05,534168.73,0.79
2015-10-22,11.25,11.4,11.33,11.18,822805.75,0.11,0.98,11.272,11.177,10.958,832794.19,675292.75,506603.03,0.7
2015-10-21,11.29,11.75,11.22,11.18,1332629.0,-0.1,-0.88,11.24,11.114,10.932,765413.14,642419.26,481376.38,1.13
2015-10-20,11.2,11.38,11.32,11.19,715163.25,0.06,0.53,11.192,11.146,10.909,582683.47,512400.45,445784.86,0.61
2015-10-19,11.27,11.35,11.26,11.15,723371.5,0.03,0.27,11.154,11.063,10.888,511610.46,477350.1,438488.88,0.61
2015-10-16,11.21,11.3,11.23,11.16,570001.44,0.06,0.54,11.148,10.975,10.854,536869.18,438373.31,429462.26,0.48
2015-10-15,10.95,11.17,11.17,10.94,485900.5,0.19,1.73,11.082,10.905,10.836,517791.31,401281.89,438784.82,0.41
2015-10-14,11.04,11.15,10.98,10.94,418980.66,-0.15,-1.35,10.988,10.843,10.825,519425.37,397333.9,435812.34,0.35
2015-10-13,11.2,11.26,11.13,11.09,359798.19,-0.1,-0.89,11.1,10.816,10.829,442117.44,381299.09,438123.59,0.3
2015-10-12,10.96,11.38,11.23,10.91,849665.12,0.33,3.03,10.972,10.773,10.827,443089.75,382434.35,462687.37,0.72
2015-10-09,10.75,10.95,10.9,10.72,474612.06,0.2,1.87,10.802,10.746,10.816,339877.43,346763.4,457568.74,0.4
2015-10-08,10.85,10.89,10.7,10.7,494070.84,0.21,2.0,10.728,10.738,10.815,284772.48,337913.31,502643.66,0.42
2015-10-07,10.53,11.54,11.54,10.52,32440.99,1.05,10.01,10.698,10.749,10.872,275242.43,320333.5,618727.46,0.03
2015-09-30,10.4,10.59,10.49,10.39,364659.72,0.11,1.06,10.532,10.672,10.874,320480.74,379169.26,749988.47,0.31
2015-09-29,10.45,10.56,10.38,10.32,333603.56,-0.15,-1.43,10.574,10.713,10.903,321778.96,399627.66,804970.35,0.28
2015-09-28,10.56,10.59,10.53,10.43,199087.27,-0.02,-0.19,10.69,10.732,10.925,353649.37,420551.21,868691.66,0.17
2015-09-25,10.69,10.71,10.55,10.45,446420.59,-0.16,-1.49,10.748,10.766,10.939,391054.14,476287.76,951199.08,0.38
2015-09-24,10.76,10.81,10.71,10.67,258632.55,0.01,0.09,10.8,10.807,10.907,365424.58,474290.78,1053474.02,0.22
2015-09-23,10.86,10.91,10.7,10.68,371150.84,-0.26,-2.37,10.812,10.841,10.844,437857.78,494948.08,1150159.08,0.31
2015-09-22,10.83,11.06,10.96,10.82,492955.59,0.14,1.29,10.852,10.881,10.827,477476.37,542940.39,1207503.02,0.42
2015-09-21,10.7,10.89,10.82,10.65,386111.12,0.01,0.09,10.774,10.885,10.854,487453.05,568374.07,1229523.63,0.33
2015-09-18,10.84,10.96,10.81,10.73,318272.81,0.04,0.37,10.784,10.892,10.915,561521.37,667374.02,1244099.79,0.27
2015-09-17,10.85,11.14,10.77,10.77,620798.56,-0.13,-1.19,10.814,10.995,10.986,583156.97,917121.41,1276130.87,0.53
2015-09-16,10.59,11.08,10.9,10.52,569243.75,0.33,3.12,10.87,11.075,11.061,552038.38,1120807.68,1303907.16,0.48
2015-09-15,10.69,10.85,10.57,10.5,542839.0,-0.3,-2.76,10.91,11.092,11.143,608404.41,1210313.03,1309427.1,0.46
2015-09-14,10.99,11.0,10.87,10.45,756452.75,-0.09,-0.82,10.996,11.118,11.247,649295.09,1316832.11,1323474.61,0.64
2015-09-11,11.02,11.12,10.96,10.88,426450.78,-0.09,-0.81,11.0,11.111,11.332,773226.67,1426110.4,1315969.2,0.36
2015-09-10,11.0,11.18,11.05,10.94,465205.62,-0.05,-0.45,11.176,11.006,11.412,1251085.86,1632657.27,1328987.76,0.39
2015-09-09,11.03,11.19,11.1,10.88,851073.88,0.1,0.91,11.28,10.847,11.502,1689576.99,1805370.08,1347152.15,0.72
2015-09-08,10.88,11.15,11.0,10.59,747292.44,0.11,1.01,11.274,10.772,11.593,1812221.66,1872065.66,1357254.06,0.63
2015-09-07,11.55,11.56,10.89,10.89,1376110.62,-0.95,-8.02,11.24,10.822,11.673,1984369.12,1890673.19,1350989.95,1.17
2015-09-02,11.18,12.0,11.84,11.06,2815746.75,0.27,2.33,11.222,10.938,11.755,2078994.12,1820825.57,1304695.34,2.39
2015-09-01,10.9,11.61,11.57,10.61,2657661.25,0.5,4.52,10.836,10.977,11.793,2014228.67,1635140.32,1191498.12,2.25
2015-08-31,10.71,11.07,11.07,10.48,1464297.25,0.24,2.22,10.414,11.047,11.857,1921163.17,1487006.63,1097361.94,1.24
2015-08-28,10.89,11.09,10.83,10.55,1608029.75,0.03,0.28,10.27,11.194,11.945,1931909.65,1408541.16,1094403.21,1.36
2015-08-27,10.16,10.9,10.8,9.86,1849235.62,0.89,8.98,10.404,11.375,12.021,1796977.26,1330117.12,1074139.07,1.57
2015-08-26,9.6,10.23,9.91,9.3,2491919.5,0.45,4.76,10.654,11.552,12.094,1562657.01,1205828.0,1020191.24,2.11
2015-08-25,9.85,10.35,9.46,9.32,2192333.75,-0.89,-8.6,11.118,11.818,12.229,1256051.96,1025318.26,944179.41,1.86
2015-08-24,11.1,11.17,10.35,10.35,1518029.62,-1.15,-10.0,11.68,12.156,12.387,1052850.09,888934.22,935122.76,1.29
2015-08-21,11.9,11.99,11.5,11.46,933367.81,-0.55,-4.56,12.118,12.413,12.491,885172.68,842442.46,948614.23,0.79
2015-08-20,12.17,12.17,12.05,11.9,677634.38,-0.18,-1.47,12.346,12.524,12.585,863256.98,811306.71,968911.34,0.57
2015-08-19,12.1,12.23,12.23,11.9,958894.25,-0.04,-0.33,12.45,12.572,12.666,848998.99,788565.11,1009214.43,0.81
2015-08-18,12.5,12.74,12.27,11.95,1176324.38,-0.27,-2.15,12.518,12.608,12.731,794584.55,747855.93,1018174.25,1.0
2015-08-17,12.61,12.69,12.54,12.45,679642.56,-0.1,-0.79,12.632,12.667,12.796,725018.35,707717.24,1015940.2,0.58
2015-08-14,12.69,12.75,12.64,12.58,823789.31,0.07,0.56,12.708,12.695,12.849,799712.24,780265.26,1049892.23,0.7
2015-08-13,12.51,12.67,12.57,12.42,606344.44,0.0,0.0,12.702,12.667,12.908,759356.44,818161.02,1092734.65,0.51
2015-08-12,12.69,12.77,12.57,12.56,686822.06,-0.27,-2.1,12.694,12.636,12.959,728131.24,834554.47,1131864.42,0.58
2015-08-11,12.91,12.95,12.84,12.79,828493.38,-0.08,-0.62,12.698,12.639,13.01,701127.3,863040.56,1178844.47,0.7
2015-08-10,12.66,12.99,12.92,12.55,1053112.0,0.31,2.46,12.702,12.617,13.061,690416.14,981311.3,1266431.28,0.89
2015-08-07,12.61,12.72,12.61,12.54,622010.31,0.08,0.64,12.682,12.569,13.137,760818.29,1054786.01,1377185.48,0.53
2015-08-06,12.5,12.73,12.53,12.43,450218.44,-0.06,-0.48,12.632,12.646,13.25,876965.6,1126515.98,1578634.36,0.38
2015-08-05,12.8,12.95,12.59,12.57,551802.38,-0.27,-2.1,12.578,12.76,13.336,940977.7,1229863.74,1773341.22,0.47
2015-08-04,12.77,12.99,12.86,12.59,774937.56,0.04,0.31,12.58,12.853,13.366,1024953.81,1288492.57,1995585.95,0.66
2015-08-03,12.2,12.85,12.82,12.15,1405122.75,0.46,3.72,12.532,12.924,13.456,1272206.45,1324163.16,2197254.67,1.19
2015-07-31,12.16,12.42,12.36,12.02,1202746.88,0.1,0.82,12.456,13.002,13.509,1348753.73,1319519.2,2296074.87,1.02
2015-07-30,12.61,12.64,12.26,12.23,770278.94,-0.34,-2.7,12.66,13.148,13.544,1376066.35,1367308.27,2365810.44,0.65
2015-07-29,12.6,12.62,12.6,12.38,971682.94,-0.02,-0.16,12.942,13.282,13.619,1518749.79,1429174.37,2426437.8,0.82
2015-07-28,12.19,12.76,12.62,12.15,2011200.75,0.18,1.45,13.126,13.38,13.685,1552031.32,1494648.39,2469623.96,1.7
2015-07-27,13.25,13.32,12.44,12.04,1787859.12,-0.94,-7.03,13.316,13.505,13.781,1376119.87,1551551.26,2496469.09,1.51
2015-07-24,13.68,13.7,13.38,13.32,1339310.0,-0.29,-2.12,13.548,13.705,13.837,1290284.67,1699584.95,2537723.29,1.13
2015-07-23,13.46,13.75,13.67,13.41,1483696.12,0.15,1.11,13.636,13.853,13.856,1358550.2,2030752.75,2598523.88,1.26
2015-07-22,13.49,13.54,13.52,13.34,1138090.62,-0.05,-0.37,13.622,13.912,13.916,1339598.95,2316818.69,2628297.32,0.96
2015-07-21,13.51,13.64,13.57,13.38,1131643.5,-0.03,-0.22,13.634,13.879,13.996,1437265.45,2702679.32,2647992.59,0.96
2015-07-20,13.8,13.8,13.6,13.53,1358683.12,-0.22,-1.59,13.694,13.987,14.065,1726982.65,3070346.17,2681684.82,1.15
2015-07-17,13.66,13.94,13.82,13.53,1680637.62,0.22,1.62,13.862,14.015,14.117,2108885.22,3272630.54,2692026.69,1.42
2015-07-16,13.6,13.76,13.6,13.42,1388939.88,0.02,0.15,14.07,13.94,14.195,2702955.3,3364312.6,2688122.56,1.18
2015-07-15,13.66,13.96,13.58,13.4,1626423.12,-0.29,-2.09,14.202,13.955,14.301,3294038.42,3423701.24,2704472.67,1.38
2015-07-14,14.2,14.38,13.87,13.51,2580229.5,-0.57,-3.95,14.124,13.989,14.404,3968093.2,3444599.54,2713760.51,2.19
2015-07-13,14.4,14.89,14.44,14.12,3268196.0,-0.42,-2.83,14.28,14.056,14.507,4413709.7,3441386.91,2694357.86,2.77
2015-07-10,13.85,15.36,14.86,13.61,4650988.0,0.6,4.21,14.168,13.968,14.61,4436375.85,3375861.64,2626117.5,3.94
2015-07-09,13.19,14.44,14.26,12.11,4344355.5,1.07,8.11,13.81,13.859,14.691,4025669.9,3166295.01,2478916.13,3.68
2015-07-08,13.81,14.0,13.19,13.19,4996697.0,-1.46,-9.97,13.708,13.92,14.812,3553364.05,2939775.95,2371617.68,4.23
2015-07-07,13.66,14.65,14.65,13.21,4808312.0,0.77,5.55,13.854,14.113,15.002,2921105.87,2593305.86,2286131.2,4.07
2015-07-06,14.3,14.31,13.88,13.29,3381526.75,0.81,6.2,13.832,14.143,15.134,2469064.12,2293023.47,2300018.13,2.86
2015-07-03,13.98,13.99,13.07,12.79,2597458.25,-0.68,-4.95,13.768,14.218,15.255,2315347.42,2111422.85,2273714.6,2.2
2015-07-02,13.9,14.31,13.75,13.38,1982826.25,-0.17,-1.22,13.908,14.449,15.42,2306920.12,2011932.51,2327968.33,1.68
2015-07-01,14.35,14.59,13.92,13.74,1835406.12,-0.62,-4.26,14.132,14.647,15.524,2326187.85,1985244.11,2327588.6,1.55
2015-06-30,13.54,14.54,14.54,13.38,2548103.25,0.98,7.23,14.372,14.819,15.616,2265505.85,1982921.49,2331059.39,2.16
2015-06-29,14.08,14.15,13.56,12.75,2612943.25,-0.21,-1.52,14.454,14.957,15.684,2116982.82,1947328.81,2311572.34,2.21
2015-06-26,14.64,14.95,13.77,13.38,2555321.75,-1.1,-7.4,14.668,15.252,15.772,1907498.27,1876373.36,2281671.83,2.16
2015-06-25,15.58,15.63,14.87,14.76,2079164.88,-0.25,-1.65,14.99,15.523,15.859,1716944.9,1791537.24,2290558.8,1.76
2015-06-24,15.0,15.13,15.12,14.7,1531996.12,0.17,1.14,15.162,15.704,15.939,1644300.37,1803459.4,2303661.44,1.3
2015-06-23,14.64,14.97,14.95,14.11,1805488.12,0.32,2.19,15.266,15.89,16.014,1700337.13,1978956.54,2366672.08,1.53
2015-06-19,15.25,15.39,14.63,14.5,1565520.5,-0.75,-4.88,15.46,16.124,16.097,1777674.8,2307012.78,2412916.14,1.33
2015-06-18,15.68,15.68,15.38,15.01,1602554.88,-0.35,-2.23,15.836,16.291,16.174,1845248.45,2436006.35,2457515.92,1.36
2015-06-17,15.83,15.89,15.73,15.45,1715942.25,0.09,0.57,16.056,16.39,16.218,1866129.58,2644004.14,2505013.75,1.45
2015-06-16,15.8,16.06,15.64,15.5,1812179.88,-0.28,-1.76,16.246,16.4,16.246,1962618.43,2669933.09,2551429.72,1.54
2015-06-15,16.53,16.6,15.92,15.9,2192176.5,-0.59,-3.57,16.514,16.413,16.284,2257575.95,2679197.3,2597632.84,1.86
2015-06-12,16.48,16.63,16.51,16.31,1903388.75,0.03,0.18,16.788,16.411,16.309,2836350.75,2675815.88,2624663.26,1.61
2015-06-11,16.68,16.77,16.48,16.35,1706960.5,-0.2,-1.2,16.746,16.292,16.294,3026764.25,2686970.29,2676182.87,1.45
2015-06-10,16.8,16.93,16.68,16.53,2198386.5,-0.3,-1.77,16.724,16.194,16.28,3421878.7,2789580.36,2750738.43,1.86
2015-06-09,17.36,17.45,16.98,16.68,3286967.5,-0.31,-1.79,16.554,16.174,16.247,3377247.75,2803863.49,2796767.76,2.78
2015-06-08,16.32,17.45,17.29,16.19,5086050.5,0.99,6.07,16.312,16.138,16.18,3100818.65,2754387.61,2752204.15,4.31
2015-06-05,16.7,16.8,16.3,16.03,2855456.25,-0.07,-0.43,16.034,16.069,16.069,2515281.0,2518819.51,2518819.51,2.42
2015-06-04,15.85,16.58,16.37,15.66,3682532.75,0.54,3.41,15.838,16.043,16.043,2347176.33,2481415.43,2481415.43,3.12
2015-06-03,15.77,15.95,15.83,15.5,1975231.75,0.06,0.38,15.664,16.003,16.003,2157282.03,2331275.77,2331275.77,1.67
2015-06-02,15.89,15.9,15.77,15.52,1904822.0,-0.13,-0.82,15.794,16.027,16.027,2230479.23,2382139.2,2382139.2,1.61
2015-06-01,15.33,15.98,15.9,15.19,2158362.25,0.58,3.79,15.964,16.07,16.07,2407956.58,2461692.06,2461692.06,1.83
2015-05-29,15.51,15.67,15.32,15.11,2014932.88,-0.18,-1.16,16.104,16.104,16.104,2522358.03,2522358.03,2522358.03,1.71
2015-05-28,16.5,16.51,15.5,15.43,2733061.25,-0.98,-5.95,16.3,16.3,16.3,2649214.31,2649214.31,2649214.31,2.32
2015-05-27,16.62,16.91,16.48,16.4,2341217.75,-0.14,-0.84,16.567,16.567,16.567,2621265.33,2621265.33,2621265.33,1.98
2015-05-26,16.63,16.7,16.62,16.28,2792208.75,0.02,0.12,16.61,16.61,16.61,2761289.13,2761289.13,2761289.13,2.37
2015-05-25,16.35,16.71,16.6,16.35,2730369.5,0.33,2.03,16.6,16.6,16.6,2730369.5,2730369.5,2730369.5,2.31
